19.1.1	doṣo gāya bṛhad gāya dyumad gāyātharvaṇa | stuhi devaṃ savitāram ||
19.48.8	yad dhastayor yac cakṣuṣor mano yat praviveśa te | skandān asya praskandena klandena klandayāmi tat ||
19.48.9	tisro devīr apsarasa ākaikā sākaikā pretaprayām ety ekasyā nāma | juṣāṇā apsarasa ājyasya sahaso vyantu svāhā ||
19.48.10	atyākṣaṃ tvā manasā- -atyākṣaṃ hṛdayena tvā | atyākṣaṃ sarvair aṅgais tvā tathā hi tyajanaṃ kṛtam ||
19.48.11	imā yāḥ prati nandatha striyaḥ pumāṃsam anvitam | sarvāḥ saṃgatya brūta tejane tyajanaṃ kṛtam ||
19.48.12	tyajanaṃ me dyāvāpṛthivī adhātāṃ tyajanaṃ devaḥ savitā bṛhaspatiḥ | agniś ca tubhyaṃ sūryaś ca tejane tyajanaṃ kṛtam ||
19.48.13	saṃ divaḥ saṃ pṛthivyāḥ saṃ vātāt saṃ nadībhyaḥ | saṃskandam indra ābharat sa āgāt so 'gād idam ||
19.48.14	saṃskandam oja ojasā devebhir nāma te hitam | hiraṇyanāma nāma te saṃskandāsy oṣadhe ||
19.48.15	saṃ samudro nadībhiḥ saṃ dyāvāpṛthivī ubhe | saṃ jāyā patyā yonyāṃ saṃskandāsy oṣadhe ||
19.48.16	saṃ te śīrṣṇaḥ kapālāni saṃ yoniṃ saṃgavīnyau | saṃ te sarvāṇy aṅgāni saṃ skandenābhi dadhmasi ||
19.48.17	śriyaṃ dhātur mayi dhehi śriyā mādhipatiṃ kṛṇu | viśām īśāno maghavān indro mā yaśasā nayat ||
19.48.18	mayi tyad indriyaṃ bṛhan mayi dakṣa uta kratuḥ | gharmas triś cid vi bhātu mā gāyatrīcchandasā virāḍjyotiṣā tasya doham aśīya ||
19.48.19	arkāsadhasthau kavimātariśvānau yamāṅgirasaḥ | yaśasvinaṃ mā devā yaśasaḥ kṛṇuta svāhā ||
19.49.1	indraṃ vayaṃ vaṇijo havāmahe sa nas trātā pura etu prajānan | ghnann arātiṃ paripanthinaṃ mṛgaṃ sa īśāno dhanadā astu mahyam ||
19.49.2	paṇo no astu prapaṇo vikrayaś ca pratipaṇo no dhaninaḥ kṛṇotu | saṃrarāṇā āhutiṃ juṣantāṃ śunaṃ no astu caritam utthitaṃ ca ||
19.49.3	yat paṇena pratipaṇaṃ carāmi svena devā dhanam icchamānaḥ | indro me tasmin rucam ā dadhātu bṛhaspatiḥ savitā somo agniḥ ||
19.49.4	ye vaḥ panthā bahavo devayānā anu dyāvāpṛthivī saṃcaranti | teṣām ahaṃ māṃ varcasyā dadhāmi yathā krītvā dhanam ā vahāni ||
19.49.5	viddhavāsase nirṛter ye ca pāśā apaśritāḥ | tebhyaḥ pra mucyate varmī viṣkandham upa sādayan ||
19.49.6	na vai tad vāso bhavati yasmin vidhyanti pūruṣam | asnā samajyate rūpaṃ tasmāt tad apalopyam ||
19.49.7	uttiṣṭhann apriyāyata- -avidvān bahubhājyam | na panthāṃ bhadram aśnute ya enena carāt saha ||
19.49.8	brahmaṇaitat pratigṛhyaṃ tena tat kṛṇute śivam | ārkāt pramucyate pāśāt tena dātā vi paśyati ||
19.49.9	yau vyāghrāv avarūḍhāv avāñcau jighatsataḥ pitaraṃ mātaraṃ ca | tau dantau brahmaṇā brahmaṇaspate śivau kṛṇu tvam iha jātavedaḥ ||
19.49.10	vrīhim attaṃ yavam attaṃ māṣam attam atho tilam | sa vāṃ bhāgo nihito ratnadheyaṃ mā hiṃsiṣṭaṃ pitaraṃ mātaraṃ ca ||
19.49.11	aghorau sayujā saṃvidānau syonau dantau sumaṅgalau | mā hiṃsiṣṭaṃ pitaraṃ mātaraṃ ca- -anyatra vāṃ tanvo ghoram astu ||
19.49.12	enā yutām indrāgnī rājñā somena medinā | indro marutvān ādānam amitrebhyaḥ kṛṇotu me ||
19.49.13	idam ādānam akaraṃ tapasendreṇa saṃśitam | amitrā yatra santi me tān ādāṃ dviṣato mama ||
19.49.14	ādānena saṃdānena- -amitrān saṃ dyāmasi | apānā ye caiṣāṃ prāṇā asunāsūn sam acchidam ||
19.49.15	pratūrtāya marutvate svāhā ||
19.49.16	jayadvīrāyābhiṣatvane svāhā ||
19.49.17	bṛhaspataye viśvadevāvate svāhā ||
19.50.1	pra dyauḥ pra pṛthivī prāntarikṣaṃ svam arhat | pretaḥ samudriyā āpaḥ śalyam acucyavuḥ ||
19.50.2	pra tvā vātaś cyāvayatu pra bhūmiḥ sahasā saha | pretaḥ samudriyā āpaḥ śalyam acucyavuḥ ||
19.50.3	pra tvā sūryaś cyāvayatu nakṣatraiḥ saha medibhiḥ | pretaḥ samudriyā āpaḥ śalyam acucyavuḥ ||
19.50.4	yo mā pautudruvo maṇir viśvabheṣaja āgamat | so asmat sarvaṃ duṣvapnyam apa hantu tamaś ca yat ||
19.50.5	apāsmat sarvaṃ duṣvapnyam apa pāpīṃ ca lakṣmyam | adhā hiraṇyavarcasaṃ sarvadā mā maṇe kṛdhi ||
19.50.6	sarvadaivāhaṃ bhagavān indriyāvān viṣāsahiḥ | yo mā pautudruvo maṇir draviṇena sahāruhad indreṇa sahāruhat ||
19.50.7	pumān aśvo dhanaṃ vittiṃ pumān niṣko hiraṇyayaḥ | pumāṃsaṃ putram oṣadhe 'syā ā dhehi nāryai ||
19.50.8	yathānandāḥ puṃsi jāte na vravastīti kaś cana | evā tvaṃ putram oṣadhe 'syā ā dhehi nāryai ||
19.50.9	aśvena riṣyena gavā krītāsy oṣadhe | aśvaḥ śveto dhanaṃ tava hiraṇyaṃ haritaṃ tava | dattā somena rājñeha puṃsavanaṃ bhava ||
19.50.10	yan me nṛmṇaṃ draviṇaṃ brāhmaṇaṃ ca yac ca śrutaṃ yac ca ratnaṃ bibharmi | etan no atra nidhipānu pātu yāvad aimi strīyaṇamajmā vyajya ||
19.50.11	yan me nṛmṇaṃ draviṇaṃ brāhmaṇaṃ ca ye agnayo dhṛṣṇiyāso mayīme | hariścandro rakṣatu tan no atra yāvad aimi paro grāmaṃ caritvā ||
19.50.12	eṣa aimi paro grāmaṃ caritvā- -accha nṛmṇaṃ draviṇaṃ brāhmaṇaṃ ca | yad atrāpi tve śuci- -idaṃ tad aham ā dade ||
19.50.13	ā sūryo hi prathamaṃ dasyuhatyāya śakra hārī yuñjāno maghavan sahasram | dāsaṃ varṇaṃ randhayann āryāya yuñjāno bāhū puruhūta vajram ||
19.50.14	āhṛḍate dasyuhatyāya tūrṇa dṛḍhāni parvā śṛṇīhīndra | tīvrāśraddho bahulāny eṣām ayujvano arpaya saṃ vadhena ||
19.50.15	darśan nu citrapāvānam indraṃ bahu sākaṃ śarām̐ iva patyamānān | ye no ghṛṣviṃ maghavānaṃ pṛtanyān abhīru teṣu kavayo vavṛtyuḥ ||
19.51.1	idāvatsarāya parivatsarāya saṃvatsarāya prati vedayāma etat | yad vrateṣu duritaṃ nijagmima durhārdaṃ tena śamalenāñjmaḥ ||
19.51.2	yan me vrataṃ vratapate lulobha- -ahorātre sam adhātāṃ ma etat | udyan purastād bhiṣag astu candramāḥ sūryo raśmibhir abhi gṛṇātv etat ||
19.51.3	yad vratam atipede cittyā manasā hṛdā | ādityā rudrās tan mayi vasavaś ca sam indhatām ||
19.51.4	vratāni vratapataya upā karomy agnaye | sa me dyumnaṃ bṛhad yaśo dīrgham āyuṣ kṛṇotu me ||
19.51.5	mayobhūr vāto abhi vātūsrā ūrjasvatīr oṣadhīr ā riśantām | medasvatīr jīvadhanyā mayobhuvaḥ padvate 'vasāya rudra mṛḍa ||
19.51.6	yā ekarūpā viśvarūpāḥ sarūpā yāsām agnir ūdho vo janma veda | yā aṅgirasas tapaseha cakrus tābhyaḥ parjanya mahi śarma yacchāt ||
19.51.7	yā deveṣu tanva airayanta yāsāṃ somo rūpadheyāni veda | tā asmabhyaṃ bahulāḥ pinvamānāḥ prajāvatīr indra goṣṭhe didiśyāḥ ||
19.51.8	prajāpatir mahyam etā rarāṇo bahvīḥ satīr upa me goṣṭha ākaḥ | tāsāṃ vayaṃ prajayā saṃ sadema jyog jīvantaḥ śaradaḥ purūcīḥ ||
19.51.9	abhiṣṭhitā carkardīti piśaṅgī bahukardinī | kardo ha jajñe hālīkṣṇād vrīher māṣād atho yavāt ||
19.51.10	yathā bhasad dhālīkṣṇasya na saṃbhavati kardave | evā halagna kardaya nir grāmān nir diśo jahi ||
19.51.11	yathā parasvāṃ chardhate gardabhaḥ kṛdhusandṛśaḥ | evā te śardhatāṃ bhasad dhālīkṣṇaparṇa śardhaya vṛtrahā śākī śardhaya ||
19.51.12	pavīraval lāṅgalaṃ suśevaṃ somapitsaram | tad ut kṛṣati gām aviṃ prapharvyaṃ ca pīvarīṃ prastāvaṃ rathavāhanam ||
19.51.13	śunaṃ varatrām ā yaccha śunam aṣṭrām ud iṅgaya | śunaṃ vāhasya yuktasya- -aṣṭrayā jahi dakṣiṇam ||
19.51.14	madhumantaṃ ni gṛhāṇa phālaṃ kṣetreṣu sarvadā | tat parjanyo 'bhi varṣatu bhūmne dhānyāya kartave ||
19.51.15	etā u tyā adṛkṣata- -āyatīr vedyām adhi | prāhāgnir havyaṃ devebhyo mantro hotā haviṣpatiḥ ||
19.51.16	emā agur mayobhuvo madhor ūdhāṃsi bibhratīḥ | tā upa pra śikṣata duhānā akṣitaṃ payaḥ ||
19.51.17	iḍā stha madhupṛco viśvarūpās tā mā viśata | saha prāṇena tejasā harasā balena ||
19.52.1	divo nabhaḥ śukraṃ payo duhānā- -rtasya nābhir amṛtaṃ vi caṣṭe ||
19.52.2	ghṛtaṃ duhānā viśvataḥ prapītām ūrjaṃ duhānā anapasphurantīm | upāsatāṃ sukṛtaḥ svadhābhiḥ ||
19.52.3	ghṛtam iccha pinvamānām imāṃ yonim upādhvam | svadhā yāś cakṛṣe jīvan tās te santu madhuścutaḥ ||
19.52.4	saṃ rasā oṣadhīnāṃ sam ākūtīr namantu me | ūrjasvantaṃ payasvantaṃ pṛthivyā hastam anv agām ||
19.52.5	pariṇītir asi hastasya pathaḥ pariṇītir asi | evā ha duṣvapnyaṃ sarvaṃ stambe pari ṇayāmasi ||
19.52.6	payasvan me kṣetram astu payasvad uta dhānyam | kṛṣiḥ payasvatī mama- -ahaṃ payasvān bhūyāsam ||
19.52.7	vṛṣṇe bṛhate svarvide 'gnaye śuklaṃ harāmi tviṣīmate | sa na sthirān balavataḥ kṛṇotu jyok ca no jīvātave dadhātu ||
19.52.8	veda vai te 'gne nāma- -adbhir nāmāsi trivarūthaḥ | trayaḥ poṣās trivṛd asmān yajñaḥ sacatām ||
19.52.9	prajāpateḥ payasā vāvṛdhānā āyuṣmanto varcasvinaḥ | jyog jīvanta upa tvā sadema ||
19.52.10	urūṇasāv asutṛpā udumbalau yamasya dūtau carato janām̐ anu | vedāhaṃ veda sūryaḥ kim etau kiṃ kariṣyataḥ ||
19.52.11	na mā dadambha dabhasādabhīyaṃ na pāko asmi januṣā na śiṣyaḥ | abhīṣāḍ asmi viśvāṣāṭ pṛtanāṣāṭ svarvid yad idaṃ viśvaṃ bhuvanaṃ so asmi ||
19.52.12	āsthād ud asthād ajaniṣṭa vipro 'mimīta varimāṇaṃ pṛthivyāḥ | āsīdat saṃrāḍ bhuvanāni viśvā sa icchā veda varuṇasya vratāni ||
19.52.13	prajāpatiḥ prajāvān sa mā prajāvān prajāvantaṃ kṛṇotu ||
19.52.14	sūryo varcasvān sa mā varcasvān varcasvantaṃ kṛṇotu ||
19.52.15	somaḥ payasvān sa mā payasvān payasvantaṃ kṛṇotu ||
19.52.16	triṃśan muṣkāḥ kābavasya daśa muṣkā ulūkyāḥ | catvāras tava kardama ||
19.52.17	tāṃs tvam ugrakāśini mūle api kṛntatāt | āsuro 'si janmanā taṃ tveto nāśayāmasi ||
19.52.18	indrajā asi somajās taṃ tveto niṣ pra hiṇmasi | urvā matsyo madhūdakaṃ tasya pāsy atyayam anāsrāvam arogaṇam ||
19.53.1	iṣirā cāsy ajirā cāsi | prajāpateḥ samid asi saṃsitir nāma lomaśā | prajāpatiṣ ṭvayā pratiṣṭhākāmo 'ruruta sa praty atiṣṭhat | sa yathā tvayā prajāpatiḥ pratiṣṭhākāmaḥ pratyatiṣṭhad evāhaṃ tvayā pratiṣṭhākāmaḥ prati tiṣṭheṣam | ā mā varo gamed ā mā brahmacāriṇo gameyuḥ svāhā ||
19.53.2	bhūtiś cāsi pratiṣṭhā cāsi | prajāpateḥ (…) brahmacāriṇo gameyuḥ svāhā ||
19.53.3	asvapnā cāsy anilayā cāsi | prajāpateḥ (…) brahmacāriṇo gameyuḥ svāhā ||
19.53.4	ruciś cāsi yakṣaṃ cāsi | prajāpateḥ (…) brahmacāriṇo gameyuḥ svāhā ||
19.53.5	kīrtiś cāsi yaśaś cāsi | prajāpateḥ (…) brahmacāriṇo gameyuḥ svāhā ||
19.53.6	ambhaś cāsi mahaś cāsi | prajāpateḥ (…) brahmacāriṇo gameyuḥ svāhā ||
19.53.7	annaṃ cāsy annādyaṃ cāsi | prajāpateḥ (…) brahmacāriṇo gameyuḥ svāhā ||
19.53.8	prayacchantī cāsi pradadatī cāsi | prajāpateḥ (…) brahmacāriṇo gameyuḥ svāhā ||
19.53.9	anukāmā cāsi kāmadughā cāsi | prajāpateḥ (…) brahmacāriṇo gameyuḥ svāhā ||
19.53.10	āharantī cāsi samāharantī cāsi | prajāpateḥ (…) brahmacāriṇo gameyuḥ svāhā ||
19.53.11	diśantī cāsi pradiśantī cāsi | prajāpateḥ (…) brahmacāriṇo gameyuḥ svāhā ||
19.53.12	anumatiś cāsy anumanyamānā cāsi | prajāpateḥ (…) brahmacāriṇo gameyuḥ svāhā ||
19.53.13	jitiś cāsi vijitiś cāsi | prajāpateḥ (…) brahmacāriṇo gameyuḥ svāhā ||
19.53.14	sañjitiś cāsi sandhanājitaṃ cāsi | prajāpateḥ (…) brahmacāriṇo gameyuḥ svāhā ||
19.53.15	agniḥ pṛthivyā adhipatiḥ somas tvāvatu vidma tvā viddhi mā | adhipatir asy adhipatiṃ mā kṛṇu gavām aśvānāṃ puruṣāṇāṃ brahmacāriṇāṃ bhūtyā annādyasya ||
19.53.16	vāyur antarikṣasyādhipatiḥ somas (…) annādyasya ||
19.53.17	sūryo divo adhipatiḥ somas tvāvatu vidma tvā viddhi mā | adhipatir asy adhipatiṃ mā kṛṇu gavām aśvānāṃ puruṣāṇāṃ brahmacāriṇāṃ bhūtyā annādyasya ||
19.53.18	vindad vasavo vindantu me gṛhān prajāṃ paśūn vittiṃ bhūtiṃ pratiṣṭhām ||
19.53.19	āyadvasava ā yantu me gṛhāḥ prajāḥ paśavo vittir bhūtiḥ pratiṣṭhā ||
19.53.20	saṃyad vasavaḥ saṃ yantu me gṛhāḥ | prajāḥ paśavo vittir bhūtiḥ pratiṣṭhā ||
19.53.21	jitir asi jīyāsaṃ pārthvīḥ pṛtanā jīyāsam ||
19.53.22	vijitir asi vi jeṣīya mānuṣīḥ pṛtanā jīyāsam ||
19.53.23	saṃjitir asi saṃ jīyāsaṃ sarvāḥ pṛtanā jīyāsam ||
19.54.1	bodhayainaṃ pra bodhaya svaptave mānu manyathāḥ | ūrdhvas tiṣṭhān mamādhyā nānyāsāṃ kīrtayāś cana ||
19.54.2	ā vartaya ni vartaya- -abhy ā vartayā kuru | idam asya sarvā cittāni smareṇa pra jayāmasi ||
19.54.3	smaraṃ tapanti marutaḥ samiddhe jātavedasi | ud asya patatāṃ manas tad asya ramatāṃ mayi ||
19.54.4	gaṇapate gaṇapatiṃ mā kṛṇu tasmān mā yavam ||
19.54.5	apigaṇāpigaṇaṃ mā kṛṇu tasmān mā chitsi ||
19.54.6	sagaṇa sagaṇaṃ mā kṛṇu tasmān mā naśam ||
19.54.7	gaṇavardhana gaṇaṃ me vardhaya gavām aśvānāṃ puruṣāṇāṃ brahmacāriṇāṃ bhūtyā annādyasya ||
19.54.8	gaṇābhivardhana gaṇaṃ me 'bhi vardhaya gavām (…) annādyasya ||
19.54.9	gaṇapravardhana gaṇaṃ me pra vardhaya gavām aśvānāṃ puruṣāṇāṃ brahmacāriṇām bhūtyā annādyasya ||
19.54.10	yac ca khātaṃ yac cākhātaṃ sarvaṃ tad arasaṃ viṣam ||
19.54.11	yac ca piṣṭaṃ yac cāpiṣṭaṃ sarvaṃ tad arasaṃ viṣam ||
19.54.12	yac ca digdhaṃ yac cādigdhaṃ sarvaṃ tad arasaṃ viṣam ||
19.54.13	yathā vṛkī jagdhaputrā vyāghrī vālalā bhavet | evā tvam alalā bhava- -ādhībhiḥ preṣito mama ||
19.54.14	yathā dīptaṃ śaratūlam agninālalā bhavet | evā tvam alalā bhava- -ādhībhiḥ preṣito mama ||
19.54.15	ā krandayālalā bhava dasya kāmena śuṣya ca | ādhībhiḥ preṣito mama ||
19.55.1	yayoḥ sarvam idam ārpitaṃ vaśe bhūtaṃ ca nimiṣac ca ceṣṭat | tau mā vadantaṃ gṛhṇītām upadraṣṭāram atra māsyoc cheṣy ayathāvat prajāpate ||
19.55.2	yo mā vadantaṃ hṛdayena vācā vācā śrotreṇa manasā jihṛkṣāt | tam indro devo varuṇo bṛhaspatir īśāno devo abhi yātu mṛtyur yathā na jīvād uṣasaṃ tṛtīyām ||
19.55.3	yo mā jihṛkṣād brahmīyān manyamāna itthaṃ vidvāṃsaṃ pramatir matīnām | tam indro devo varuṇo bṛhaspatir īśāno devo abhi yātu mṛtyur yathā na jīvād uṣasaṃ tṛtīyām ||
19.55.4	pratyagvadhenāsyāpi dadhāmi prāṇaṃ mo dānaṃ vidata yo mā jihṛkṣāt | so asyāyur ā chinattu kuliśeneva vṛkṣaṃ yathā na jīvād uṣasaṃ tṛtīyām ||
19.55.5	yasyā akṣaram ekam eva paraḥ sahasrā ayutaṃ ca śākhāḥ | tasyā vāco vidathāvadantaṃ yo mā jihṛkṣāt sa nv etv ārtim ||
19.55.6	uṣā vā ādityam aindha sa uṣaseddha ud ait sa udyan prajābhya ātapat so 'pa tamo 'hata so 'nnādyam avārundha | apa tamo hate 'nnādo bhavati ya evaṃ veda ||
19.55.7	vāto vā agnim aindha sa vāteneddho 'jvalat so 'dīpyata so 'pa tamo 'hata so 'nnādyam avārundha | apa tamo hate 'nnādo bhavati ya evaṃ veda ||
19.55.8	manomayī brāhmaṇam aindha sa brahmacaryam avasat sa vedam anv abrūta so 'pa tamo 'hata so 'nnādyam avārundha | apa tamo hate 'nnādo bhavati ya evaṃ veda ||
19.55.9	homena pratiran prajāpate dampatī pari dadhāmi puṣṭyā | rāyaspoṣaṃ savitar ni yaccha jarāmṛtyū kṛṇuhi sarvavīrau ||
19.55.10	ayaṃ homo vardhayann etu dampatī prajāvantau paśuvantau suvīrau | rāyaspoṣaṃ savitar ni yaccha jarāmṛtyū kṛṇuhi sarvavīrau ||
19.55.11	gomantaṃ paśumantam aśvamantaṃ homaṃ dampatībhyāṃ juhomi | rāyaspoṣaṃ savitar ni yaccha jarāmṛtyū kṛṇuhi sarvavīrau ||
19.55.12	jīvā stha jīvyāsaṃ sarvam āyur jīvyāsam ||
19.55.13	upajīvā sthopa jīvyāsaṃ sarvam āyur jīvyāsam ||
19.55.14	saṃjīvā stha saṃ jīvyāsaṃ sarvam āyur jīvyāsam ||
19.55.15	jīvalā stha jīvyāsaṃ sarvam āyur jīvyāsam ||
19.55.16	prajāpater ākūtir asi sāhasrī puṣṭiḥ | prajāpater ākūtyāhaṃ sāhasryā puṣṭyā sāhasrān paśūn puṣeyam ||
19.55.17	bṛhaspater ākūtiḥ (…) | bṛhaspater ākūtyā (…) ||
19.55.18	brahmaṇa ākūtir asi sāhasrī puṣṭiḥ | brahmaṇa ākūtyāhaṃ sāhasryā puṣṭyā sāhasrān paśūn puṣeyam ||
19.56.1	virāḍ asi virājaṃ mā kṛṇu tasyās te yaśo bhakṣīya ||
19.56.2	svarāḍ asi svarājaṃ mā kṛṇu tasyās te madhu bhakṣīya ||
19.56.3	samrāḍ asi samrājaṃ mā kṛṇu tasyās te annaṃ bhakṣīya ||
19.56.4	vīryāvatā te haviṣā juhomi jīvātave na martave | dakṣaṃ te bhadram āhārṣaṃ parā suvāmy āmayat ||
19.56.5	abhivīreṇa te (…) ||
19.56.6	suvīreṇa te (…) ||
19.56.7	sarvavīreṇa te haviṣā juhomi jīvātave na martave | dakṣaṃ te bhadram āhārṣaṃ parā suvāmy āmayat ||
19.56.8	prajāvatā te haviṣā juhomi garbham ā dhatsva yonyām | sa kāle jāyatāṃ punar daśame māsi sūtave ||
19.56.9	suprajasā te (…) ||
19.56.10	suputreṇa te haviṣā juhomi garbham ā dhatsva yonyām | sa kāle jāyatāṃ punar daśame māsi sūtave ||
19.56.11	bhūtaye te haviṣā juhomi- -imaṃ devāso abhi hiṅ karātha | asminn eva paśavaḥ saṃ viśantu catuṣpāda uta vā ye dvipādaḥ ||
19.56.12	vittaye te (…) ||
19.56.13	svṛddhena te (…) ||
19.56.14	samṛddhena te haviṣā juhomi- -imaṃ devāso abhi hiṅ karātha | asminn eva paśavaḥ saṃ viśantu catuṣpāda uta vā ye dvipādaḥ ||
19.56.15	kṣemyeṇa te haviṣā juhomi kṣemyo bhavāsi paśubhiś ca vīraiḥ | indrāgnī tvā sayujā sakhāyau viśvebhir devair anu saṃ dadetām ||
19.56.16	pratiṣṭhitena te haviṣā juhomi prati tiṣṭhāsi paśubhiḥ (…) ||
19.56.17	sambhūtena te haviṣā juhomi saṃ bhavāsi paśubhiḥ (…) ||
19.56.18	prabhūtena te haviṣā juhomi pra bhavāsi paśubhiś ca vīraiḥ | indrāgnī tvā sayujā sakhāyau viśvebhir devair anu saṃ dadetām ||
